 

stn;time;rzz150mx
BAS;201106;5.1
BAS;201107;10.7
BAS;201108;3.3
BAS;201109;4.9
BAS;201110;1.4
BAS;201111;0.8
BAS;201112;1.7
BAS;201201;3.9
BAS;201202;0.5
BAS;201203;0.6
BAS;201204;1.3
BAS;201205;4.0
BAS;201206;5.7
BAS;201207;12.7
BAS;201208;4.9
BAS;201209;10.7
BAS;201210;2.2
BAS;201211;1.2
BAS;201212;1.1
BAS;201301;0.6
BAS;201302;1.7
BAS;201303;1.1
BAS;201304;2.2
BAS;201305;1.5
BAS;201306;2.7
BAS;201307;2.3
BAS;201308;16.0
BAS;201309;4.8
BAS;201310;1.5
BAS;201311;1.6
BAS;201312;1.3
BAS;201401;1.4
BAS;201402;2.1
BAS;201403;1.1
BAS;201404;4.3
BAS;201405;1.7
BAS;201406;7.1
BAS;201407;16.9
BAS;201408;3.4
BAS;201409;2.1
BAS;201410;4.6
BAS;201411;1.2
BAS;201412;0.8
BAS;201501;1.3
BAS;201502;0.5
BAS;201503;1.3
BAS;201504;1.2
BAS;201505;4.7
BAS;201506;10.2
BAS;201507;2.2
BAS;201508;7.4
BAS;201509;2.0
BAS;201510;1.1
BAS;201511;1.6
BAS;201512;0.9
BAS;201601;1.1
BAS;201602;3.6
BAS;201603;1.6
BAS;201604;2.3
BAS;201605;5.4
BAS;201606;14.6
BAS;201607;4.6
BAS;201608;8.6
BAS;201609;3.3
BAS;201610;2.7
BAS;201611;1.3
BAS;201612;0.5
BAS;201701;1.1
BAS;201702;2.4
BAS;201703;1.7
BAS;201704;2.2
BAS;201705;2.2
BAS;201706;7.1
BAS;201707;3.3
BAS;201708;17.2
BAS;201709;3.0
BAS;201710;2.0
BAS;201711;1.8
BAS;201712;1.4
BAS;201801;2.4
BAS;201802;1.3
BAS;201803;1.0
BAS;201804;1.3
BAS;201805;9.9
BAS;201806;5.9
BAS;201807;8.2
BAS;201808;8.1
BAS;201809;3.9
BAS;201810;0.9
BAS;201811;1.7
BAS;201812;1.9
BAS;201901;0.9
BAS;201902;2.2
BAS;201903;0.9
BAS;201904;1.4
BAS;201905;2.5
BAS;201906;8.3
BAS;201907;10.5
BAS;201908;8.9
BAS;201909;6.0
BAS;201910;1.9
BAS;201911;1.8
BAS;201912;1.6
BAS;202001;0.8
BAS;202002;2.7
BAS;202003;1.6
BAS;202004;0.4
BAS;202005;3.4
BAS;202006;3.0
BAS;202007;0.7
BAS;202008;8.3
BAS;202009;5.2
BAS;202010;1.5
BAS;202011;0.7
BAS;202012;0.8
BAS;202101;1.3
BAS;202102;0.7
BAS;202103;1.1
