 

stn;time;rzz150mx
LTB;201510;1.0
LTB;201511;1.2
LTB;201512;0.3
LTB;201601;0.9
LTB;201602;1.5
LTB;201603;1.2
LTB;201604;2.9
LTB;201605;1.9
LTB;201606;2.5
LTB;201607;3.4
LTB;201608;5.7
LTB;201609;2.2
LTB;201610;1.9
LTB;201611;1.4
LTB;201612;0.1
LTB;201701;0.8
LTB;201702;1.0
LTB;201703;1.3
LTB;201704;2.4
LTB;201705;1.5
LTB;201706;7.0
LTB;201707;9.4
LTB;201708;6.6
LTB;201709;2.3
LTB;201710;2.0
LTB;201711;1.4
LTB;201712;1.0
LTB;201801;1.8
LTB;201802;0.7
LTB;201803;1.1
LTB;201804;1.0
LTB;201805;2.2
LTB;201806;2.7
LTB;201807;11.4
LTB;201808;7.5
LTB;201809;2.2
LTB;201810;2.2
LTB;201811;0.4
