 

stn;time;rsd300y0
BEP;1901;1
BEP;1902;4
BEP;1903;3
BEP;1904;3
BEP;1905;4
BEP;1906;2
BEP;1907;3
BEP;1908;4
BEP;1909;3
BEP;1910;5
BEP;1911;1
BEP;1912;3
BEP;1913;2
BEP;1914;1
BEP;1915;6
BEP;1916;3
BEP;1917;5
BEP;1918;4
BEP;1919;3
BEP;1920;1
BEP;1921;3
BEP;1922;3
BEP;1923;3
BEP;1924;2
BEP;1925;3
BEP;1926;3
BEP;1927;5
BEP;1928;3
BEP;1929;3
BEP;1930;4
BEP;1931;6
BEP;1932;3
BEP;1933;2
BEP;1934;4
BEP;1935;4
BEP;1936;5
BEP;1937;3
BEP;1938;6
BEP;1939;0
BEP;1940;3
BEP;1941;0
BEP;1942;4
BEP;1943;1
BEP;1944;3
BEP;1945;3
BEP;1946;6
BEP;1947;2
BEP;1948;2
BEP;1949;2
BEP;1950;7
BEP;1951;3
BEP;1952;3
BEP;1953;3
BEP;1954;6
BEP;1955;3
BEP;1956;5
BEP;1957;2
BEP;1958;4
BEP;1959;2
BEP;1960;1
BEP;1961;1
BEP;1962;1
BEP;1963;3
BEP;1964;4
BEP;1965;5
BEP;1966;2
BEP;1967;2
BEP;1968;5
BEP;1969;2
BEP;1970;5
BEP;1971;3
BEP;1972;2
BEP;1973;4
BEP;1974;2
BEP;1975;1
BEP;1976;3
BEP;1977;7
BEP;1978;1
BEP;1979;4
BEP;1980;7
BEP;1981;3
BEP;1982;8
BEP;1983;4
BEP;1984;6
BEP;1985;9
BEP;1986;7
BEP;1987;3
BEP;1988;3
BEP;1989;3
BEP;1990;4
BEP;1991;2
BEP;1992;4
BEP;1993;4
BEP;1994;8
BEP;1995;6
BEP;1996;4
BEP;1997;3
BEP;1998;2
BEP;1999;5
BEP;2000;4
BEP;2001;6
BEP;2002;5
BEP;2003;3
BEP;2004;3
BEP;2005;4
BEP;2006;7
BEP;2007;9
BEP;2008;3
BEP;2009;7
BEP;2010;4
BEP;2011;3
BEP;2012;1
BEP;2013;6
BEP;2014;4
BEP;2015;2
BEP;2016;6
BEP;2017;4
BEP;2018;4
BEP;2019;1
BEP;2020;2
