 

stn;time;tre200d0
RAG;19380901;12.1
RAG;19380902;13.4
RAG;19380903;13.9
RAG;19380904;12.3
RAG;19380905;10.9
RAG;19380906;10.0
RAG;19380907;11.7
RAG;19380908;16.0
RAG;19380909;17.2
RAG;19380910;14.4
RAG;19380911;14.3
RAG;19380912;15.2
RAG;19380913;15.8
RAG;19380914;17.1
RAG;19380915;13.6
RAG;19380916;9.9
RAG;19380917;12.3
RAG;19380918;14.3
RAG;19380919;14.6
RAG;19380920;13.9
RAG;19380921;14.7
RAG;19380922;15.5
RAG;19380923;16.3
RAG;19380924;15.7
RAG;19380925;19.3
RAG;19380926;19.5
RAG;19380927;19.4
RAG;19380928;21.0
RAG;19380929;19.1
RAG;19380930;15.7
RAG;19381001;11.9
RAG;19381002;12.0
RAG;19381003;8.1
RAG;19381004;12.6
RAG;19381005;10.4
RAG;19381006;10.6
RAG;19381007;11.9
RAG;19381008;9.8
RAG;19381009;11.4
RAG;19381010;12.3
RAG;19381011;12.5
RAG;19381012;10.8
RAG;19381013;10.7
RAG;19381014;11.4
RAG;19381015;10.8
RAG;19381016;10.0
RAG;19381017;11.5
RAG;19381018;12.9
RAG;19381019;12.6
RAG;19381020;8.7
RAG;19381021;6.5
RAG;19381022;4.4
RAG;19381023;1.8
RAG;19381024;2.3
RAG;19381025;2.8
RAG;19381026;5.4
RAG;19381027;6.1
RAG;19381028;2.9
RAG;19381029;4.5
RAG;19381030;4.4
RAG;19381031;2.4
RAG;19381101;3.2
RAG;19381102;6.9
RAG;19381103;5.7
RAG;19381104;7.5
RAG;19381105;9.9
RAG;19381106;10.5
RAG;19381107;6.3
RAG;19381108;7.0
RAG;19381109;4.5
RAG;19381110;4.7
RAG;19381111;12.5
RAG;19381112;8.6
RAG;19381113;7.1
RAG;19381114;6.7
RAG;19381115;6.4
RAG;19381116;5.0
RAG;19381117;6.9
RAG;19381118;4.7
RAG;19381119;3.5
RAG;19381120;9.2
RAG;19381121;9.8
RAG;19381122;6.1
RAG;19381123;5.2
RAG;19381124;7.8
RAG;19381125;5.4
RAG;19381126;9.1
RAG;19381127;2.4
RAG;19381128;-0.1
RAG;19381129;1.2
RAG;19381130;3.3
RAG;19381201;4.6
RAG;19381202;5.2
RAG;19381203;4.0
RAG;19381204;1.2
RAG;19381205;1.4
RAG;19381206;2.1
RAG;19381207;0.1
RAG;19381208;6.7
RAG;19381209;4.5
RAG;19381210;12.1
RAG;19381211;13.0
RAG;19381212;13.2
RAG;19381213;8.1
RAG;19381214;2.2
RAG;19381215;-0.8
RAG;19381216;-0.3
RAG;19381217;-3.2
RAG;19381218;-9.0
RAG;19381219;-9.0
RAG;19381220;-6.1
RAG;19381221;-5.3
RAG;19381222;-9.0
RAG;19381223;-8.6
RAG;19381224;-6.7
RAG;19381225;-6.4
RAG;19381226;-9.1
RAG;19381227;-7.8
RAG;19381228;-2.5
RAG;19381229;-3.8
RAG;19381230;-3.0
RAG;19381231;-0.7
RAG;19390101;2.0
RAG;19390102;4.0
RAG;19390103;0.4
RAG;19390104;-0.7
RAG;19390105;2.5
RAG;19390106;-1.0
RAG;19390107;-3.2
RAG;19390108;-0.2
RAG;19390109;0.3
RAG;19390110;-2.4
RAG;19390111;5.2
RAG;19390112;5.3
RAG;19390113;1.6
RAG;19390114;6.4
RAG;19390115;9.2
RAG;19390116;13.6
RAG;19390117;14.0
RAG;19390118;12.5
RAG;19390119;5.4
RAG;19390120;4.6
RAG;19390121;8.6
RAG;19390122;6.7
RAG;19390123;4.1
RAG;19390124;1.7
RAG;19390125;2.0
RAG;19390126;0.6
RAG;19390127;-0.9
RAG;19390128;-0.8
RAG;19390129;1.3
RAG;19390130;-3.6
RAG;19390131;-2.1
RAG;19390201;-3.9
RAG;19390202;-5.3
RAG;19390203;-5.6
RAG;19390204;-6.1
RAG;19390205;-4.9
RAG;19390206;-4.9
RAG;19390207;-3.4
RAG;19390208;0.5
RAG;19390209;6.5
RAG;19390210;1.9
RAG;19390211;2.8
RAG;19390212;2.5
RAG;19390213;1.3
RAG;19390214;-1.1
RAG;19390215;-2.7
RAG;19390216;0.4
RAG;19390217;1.7
RAG;19390218;2.7
RAG;19390219;2.8
RAG;19390220;3.1
RAG;19390221;1.4
RAG;19390222;2.4
RAG;19390223;7.4
RAG;19390224;12.3
RAG;19390225;6.3
RAG;19390226;6.7
RAG;19390227;3.7
RAG;19390228;4.1
RAG;19390301;3.0
