 

stn;time;tnd00xy0
IYWEL;1981;20
IYWEL;1982;4
IYWEL;1983;13
IYWEL;1984;40
IYWEL;1985;46
IYWEL;1986;20
IYWEL;1987;17
IYWEL;1988;7
IYWEL;1989;7
IYWEL;1990;25
IYWEL;1991;34
IYWEL;1992;22
IYWEL;1993;26
IYWEL;1994;15
IYWEL;1995;26
IYWEL;1996;31
IYWEL;1997;14
IYWEL;1998;24
IYWEL;1999;39
IYWEL;2000;12
IYWEL;2001;30
IYWEL;2002;10
IYWEL;2003;33
IYWEL;2004;31
IYWEL;2005;57
IYWEL;2006;30
IYWEL;2007;21
IYWEL;2008;24
IYWEL;2009;42
IYWEL;2010;63
IYWEL;2011;25
IYWEL;2012;53
IYWEL;2013;44
IYWEL;2014;15
IYWEL;2015;12
IYWEL;2016;19
IYWEL;2017;44
IYWEL;2018;40
