 

stn;time;rti150yx
MGL;1966;19660803
MGL;1967;19671115
MGL;1968;19680921
MGL;1969;19690422
MGL;1970;19700627
MGL;1971;19710614
MGL;1972;19721116
MGL;1973;19730623
MGL;1974;19741019
MGL;1975;19750914
MGL;1976;19761201
MGL;1977;19771114
MGL;1978;19780807
MGL;1979;19791106
MGL;1980;19801007
MGL;1981;19811010
MGL;1982;19820724
MGL;1983;19831126
MGL;1984;19841122
MGL;1985;19850508
MGL;1986;19861218
MGL;1987;19870925
MGL;1988;19881204
MGL;1989;19890401
MGL;1990;19900214
MGL;1991;19911113
MGL;1992;19920313
MGL;1993;19930520
MGL;1994;19941209
MGL;1995;19951224
MGL;1996;19960707
MGL;1997;19970621
MGL;1998;19980118
MGL;1999;19991226
MGL;2000;20000605
MGL;2001;20010203
MGL;2002;20020903
MGL;2003;20030907
MGL;2004;20040112
MGL;2005;20050416
MGL;2006;20060304
MGL;2007;20070829
MGL;2008;20080812
MGL;2009;20090714
MGL;2010;20100814
MGL;2011;20111215
MGL;2012;20121110
MGL;2013;20130729
MGL;2014;20140623
MGL;2015;20151120
MGL;2016;20160131
MGL;2017;20171111
MGL;2018;20181202
MGL;2019;20190610
MGL;2020;20200305
