 

stn;time;rs1000m0
LON;188604;0
LON;188605;0
LON;188606;0
LON;188607;0
LON;188608;0
LON;188609;0
LON;188610;0
LON;188611;0
LON;188612;0
LON;188701;0
LON;188702;0
LON;188703;0
LON;188704;0
LON;188705;0
LON;188706;0
LON;188707;0
LON;188708;0
LON;188709;0
LON;188710;0
LON;188711;0
LON;188712;0
LON;188801;0
LON;188802;0
LON;188803;0
LON;188804;0
LON;188805;0
LON;188806;0
LON;188807;0
LON;188808;0
LON;188809;0
LON;188810;0
LON;188811;0
LON;188812;0
LON;188901;0
LON;188902;0
LON;188903;0
LON;188904;0
LON;188905;0
LON;188906;0
LON;188907;0
LON;188908;0
LON;188909;0
LON;188910;0
LON;188911;0
LON;188912;0
LON;189001;0
LON;189002;0
LON;189003;0
LON;189004;0
LON;189005;0
LON;189006;0
LON;189007;0
LON;189008;0
LON;189009;0
LON;189010;0
LON;189011;0
LON;189012;0
LON;189101;0
LON;189102;0
LON;189103;0
LON;189104;0
LON;189105;0
LON;189106;0
LON;189107;0
LON;189108;0
LON;189109;0
LON;189110;0
LON;189111;0
LON;189112;0
LON;189201;0
LON;189202;0
LON;189203;0
LON;189204;0
LON;189205;0
LON;189206;0
LON;189207;0
LON;189208;0
LON;189209;0
LON;189210;0
LON;189211;0
LON;189212;0
LON;189301;0
LON;189302;0
LON;189303;0
LON;189304;0
LON;189305;0
LON;189306;0
LON;189307;0
LON;189308;0
LON;189309;0
LON;189310;0
LON;189311;0
LON;189312;0
LON;189401;0
LON;189402;0
LON;189403;0
LON;189404;0
LON;189405;0
LON;189406;0
LON;189407;0
LON;189408;0
LON;189409;0
LON;189410;0
LON;189411;0
LON;189412;0
LON;189501;0
LON;189502;0
LON;189503;0
LON;189504;0
LON;189505;0
LON;189506;0
LON;189507;0
LON;189508;0
LON;189509;0
LON;189510;0
LON;189511;0
LON;189512;0
LON;189601;0
LON;189602;0
LON;189603;0
LON;189604;0
LON;189605;0
LON;189606;0
LON;189607;0
LON;189608;0
LON;189609;0
LON;189610;0
LON;189611;0
LON;189612;0
LON;189701;0
LON;189702;0
LON;189703;0
LON;189704;0
LON;189705;0
LON;189706;0
LON;189707;0
LON;189708;0
LON;189709;0
LON;189710;0
