 

stn;time;tre200y0
HAI;1959;8.4
HAI;1960;7.7
HAI;1961;8.7
HAI;1962;6.7
HAI;1963;6.6
HAI;1964;7.7
HAI;1965;6.7
HAI;1966;8.0
HAI;1967;8.0
HAI;1968;7.4
HAI;1969;7.1
HAI;1970;7.1
HAI;1971;7.3
HAI;1972;6.7
HAI;1973;7.0
HAI;1974;7.8
HAI;1975;7.6
HAI;1976;7.6
HAI;1977;7.7
HAI;1978;6.6
HAI;1979;7.2
HAI;1980;6.6
HAI;1981;7.3
HAI;1982;7.9
HAI;1983;8.0
HAI;1984;6.9
HAI;1985;6.9
HAI;1986;7.2
HAI;1987;7.0
HAI;1988;8.1
HAI;1989;8.2
HAI;1990;8.4
HAI;1991;7.4
HAI;1992;8.4
HAI;1993;7.8
HAI;1994;9.1
HAI;1995;7.9
HAI;1996;6.8
HAI;1997;8.2
HAI;1998;8.2
HAI;1999;7.9
HAI;2000;8.9
HAI;2001;8.1
HAI;2002;8.8
HAI;2003;8.7
HAI;2004;8.0
HAI;2005;7.8
HAI;2006;8.4
HAI;2007;8.7
HAI;2008;8.4
HAI;2009;8.5
HAI;2010;7.3
HAI;2011;8.7
HAI;2012;8.4
HAI;2013;8.0
HAI;2014;9.6
HAI;2015;9.6
HAI;2016;8.9
HAI;2017;9.0
HAI;2018;10.0
HAI;2019;9.5
HAI;2020;9.8
