 

stn;time;fklnd3m0
WSLISF;200309;0
WSLISF;200310;0
WSLISF;200311;0
WSLISF;200312;0
WSLISF;200401;0
WSLISF;200402;0
WSLISF;200403;0
WSLISF;200404;0
WSLISF;200405;0
WSLISF;200406;0
WSLISF;200407;0
WSLISF;200408;0
WSLISF;200409;0
WSLISF;200410;0
WSLISF;200411;0
WSLISF;200412;0
WSLISF;200501;0
WSLISF;200502;0
WSLISF;200503;0
WSLISF;200504;0
WSLISF;200505;0
WSLISF;200506;0
WSLISF;200507;0
WSLISF;200508;0
WSLISF;200509;0
WSLISF;200510;0
WSLISF;200511;0
WSLISF;200512;0
WSLISF;200601;0
WSLISF;200602;0
WSLISF;200603;0
WSLISF;200604;0
WSLISF;200605;0
WSLISF;200606;0
WSLISF;200607;0
WSLISF;200608;0
WSLISF;200609;0
WSLISF;200610;0
WSLISF;200611;0
WSLISF;200612;0
WSLISF;200701;1
WSLISF;200702;0
WSLISF;200703;0
WSLISF;200704;0
WSLISF;200705;0
WSLISF;200706;0
WSLISF;200707;0
WSLISF;200708;0
WSLISF;200709;0
WSLISF;200710;0
WSLISF;200711;0
WSLISF;200712;0
WSLISF;200801;0
WSLISF;200802;0
WSLISF;200803;0
WSLISF;200804;0
WSLISF;200805;0
WSLISF;200806;0
WSLISF;200807;0
WSLISF;200808;0
WSLISF;200809;0
WSLISF;200810;0
WSLISF;200811;0
WSLISF;200812;0
WSLISF;200901;0
WSLISF;200902;0
WSLISF;200903;0
WSLISF;200904;0
WSLISF;200905;0
WSLISF;200906;0
WSLISF;200907;0
WSLISF;200908;0
WSLISF;200909;0
WSLISF;200910;0
WSLISF;200911;0
WSLISF;200912;0
WSLISF;201001;0
WSLISF;201002;0
WSLISF;201003;0
WSLISF;201004;0
WSLISF;201005;0
WSLISF;201006;0
WSLISF;201007;0
WSLISF;201008;0
WSLISF;201009;0
WSLISF;201010;0
WSLISF;201011;0
WSLISF;201012;0
WSLISF;201101;0
WSLISF;201102;0
WSLISF;201103;0
WSLISF;201104;0
WSLISF;201105;0
WSLISF;201106;0
WSLISF;201107;0
WSLISF;201108;0
WSLISF;201109;0
WSLISF;201110;0
WSLISF;201111;0
WSLISF;201112;0
WSLISF;201201;0
WSLISF;201202;0
WSLISF;201203;0
WSLISF;201204;0
WSLISF;201205;0
WSLISF;201206;0
WSLISF;201207;0
WSLISF;201208;0
WSLISF;201209;0
WSLISF;201210;0
WSLISF;201211;0
WSLISF;201212;0
WSLISF;201301;0
WSLISF;201302;0
WSLISF;201303;0
WSLISF;201304;0
WSLISF;201305;0
WSLISF;201306;0
WSLISF;201307;0
WSLISF;201308;0
WSLISF;201309;0
WSLISF;201310;0
WSLISF;201311;0
WSLISF;201312;0
WSLISF;201401;0
WSLISF;201402;0
WSLISF;201403;0
WSLISF;201404;0
WSLISF;201405;0
WSLISF;201406;0
WSLISF;201407;0
WSLISF;201408;0
WSLISF;201409;0
