 

stn;time;breclod0
BZL;20050601;0
BZL;20050602;0
BZL;20050603;0
BZL;20050604;0
BZL;20050605;0
BZL;20050606;0
BZL;20050607;0
BZL;20050608;0
BZL;20050609;0
BZL;20050610;0
BZL;20050611;0
BZL;20050612;0
BZL;20050613;0
BZL;20050614;0
BZL;20050615;0
BZL;20050616;0
BZL;20050617;0
BZL;20050618;0
BZL;20050619;0
BZL;20050620;0
BZL;20050621;0
BZL;20050622;0
BZL;20050623;0
BZL;20050624;0
BZL;20050625;1
BZL;20050626;0
BZL;20050627;42
BZL;20050628;0
BZL;20050629;1
BZL;20050630;0
BZL;20050701;1
BZL;20050702;0
BZL;20050703;0
BZL;20050704;0
BZL;20050705;0
BZL;20050706;0
BZL;20050707;0
BZL;20050708;0
BZL;20050709;0
BZL;20050710;0
BZL;20050711;0
BZL;20050712;5
BZL;20050713;0
BZL;20050714;0
BZL;20050715;0
BZL;20050716;0
BZL;20050717;0
BZL;20050718;1
BZL;20050719;0
BZL;20050720;0
BZL;20050721;0
BZL;20050722;0
BZL;20050723;0
BZL;20050724;0
BZL;20050725;7
BZL;20050726;0
BZL;20050727;0
BZL;20050728;0
BZL;20050729;0
BZL;20050730;1
BZL;20050731;0
BZL;20050801;0
BZL;20050802;0
BZL;20050803;0
BZL;20050804;0
BZL;20050805;0
BZL;20050806;0
BZL;20050807;0
BZL;20050808;0
BZL;20050809;0
BZL;20050810;0
BZL;20050811;0
BZL;20050812;0
BZL;20050813;0
BZL;20050814;1
BZL;20050815;0
BZL;20050816;0
BZL;20050817;0
BZL;20050818;0
BZL;20050819;0
BZL;20050820;15
BZL;20050821;0
BZL;20050822;0
BZL;20050823;0
BZL;20050824;0
BZL;20050825;0
BZL;20050826;0
BZL;20050827;7
BZL;20050828;0
BZL;20050829;0
BZL;20050830;0
BZL;20050831;0
BZL;20050901;0
BZL;20050902;1
BZL;20050903;3
BZL;20050904;0
BZL;20050905;0
BZL;20050906;0
BZL;20050907;0
BZL;20050908;0
BZL;20050909;0
BZL;20050910;0
BZL;20050911;4
BZL;20050912;4
BZL;20050913;0
BZL;20050914;0
BZL;20050915;0
BZL;20050916;0
BZL;20050917;11
BZL;20050918;0
BZL;20050919;0
BZL;20050920;0
BZL;20050921;0
BZL;20050922;0
BZL;20050923;0
BZL;20050924;0
BZL;20050925;0
BZL;20050926;0
BZL;20050927;0
BZL;20050928;0
BZL;20050929;0
BZL;20050930;0
BZL;20051001;0
BZL;20051002;0
BZL;20051003;0
BZL;20051004;0
BZL;20051005;0
BZL;20051006;0
BZL;20051007;0
BZL;20051008;0
BZL;20051009;0
BZL;20051010;0
BZL;20051011;0
BZL;20051012;0
BZL;20051013;0
BZL;20051014;0
BZL;20051015;0
BZL;20051016;0
BZL;20051017;0
BZL;20051018;0
BZL;20051019;0
BZL;20051020;0
BZL;20051021;0
BZL;20051022;0
BZL;20051023;0
BZL;20051024;0
BZL;20051025;0
BZL;20051026;0
BZL;20051027;0
BZL;20051028;0
BZL;20051029;0
BZL;20051030;0
BZL;20051031;0
BZL;20051101;0
BZL;20051102;0
BZL;20051103;0
BZL;20051104;0
BZL;20051105;0
BZL;20051106;0
BZL;20051107;0
BZL;20051108;0
BZL;20051109;0
BZL;20051110;0
BZL;20051111;0
BZL;20051112;0
BZL;20051113;0
BZL;20051114;0
BZL;20051115;0
BZL;20051116;0
BZL;20051117;0
BZL;20051118;0
BZL;20051119;0
BZL;20051120;0
BZL;20051121;0
BZL;20051122;0
BZL;20051123;0
BZL;20051124;0
BZL;20051125;0
BZL;20051126;0
BZL;20051127;0
BZL;20051128;0
BZL;20051129;0
BZL;20051130;0
BZL;20051201;0
BZL;20051202;0
BZL;20051203;0
BZL;20051204;0
BZL;20051205;0
BZL;20051206;0
BZL;20051207;0
BZL;20051208;0
BZL;20051209;0
BZL;20051210;0
BZL;20051211;0
BZL;20051212;0
BZL;20051213;0
BZL;20051214;0
BZL;20051215;0
BZL;20051216;0
BZL;20051217;0
BZL;20051218;0
BZL;20051219;0
BZL;20051220;0
BZL;20051221;0
BZL;20051222;0
BZL;20051223;0
BZL;20051224;0
BZL;20051225;0
BZL;20051226;0
BZL;20051227;0
BZL;20051228;0
BZL;20051229;0
BZL;20051230;0
BZL;20051231;0
BZL;20060101;0
BZL;20060102;0
BZL;20060103;0
BZL;20060104;0
BZL;20060105;0
BZL;20060106;0
BZL;20060107;0
BZL;20060108;0
BZL;20060109;0
BZL;20060110;0
BZL;20060111;0
BZL;20060112;0
BZL;20060113;0
BZL;20060114;0
BZL;20060115;0
BZL;20060116;0
BZL;20060117;0
BZL;20060118;0
BZL;20060119;0
BZL;20060120;0
BZL;20060121;0
BZL;20060122;0
BZL;20060123;0
BZL;20060124;0
BZL;20060125;0
BZL;20060126;0
BZL;20060127;0
BZL;20060128;0
BZL;20060129;0
BZL;20060130;0
BZL;20060131;0
BZL;20060201;0
BZL;20060202;0
BZL;20060203;0
BZL;20060204;0
BZL;20060205;0
BZL;20060206;0
BZL;20060207;0
BZL;20060208;0
BZL;20060209;0
BZL;20060210;0
BZL;20060211;0
BZL;20060212;0
BZL;20060213;0
BZL;20060214;0
BZL;20060215;0
BZL;20060216;0
BZL;20060217;0
BZL;20060218;0
BZL;20060219;0
BZL;20060220;0
BZL;20060221;0
BZL;20060222;0
BZL;20060223;0
BZL;20060224;0
BZL;20060225;0
BZL;20060226;0
BZL;20060227;0
BZL;20060228;0
BZL;20060301;0
BZL;20060302;0
BZL;20060303;0
BZL;20060304;0
BZL;20060305;0
BZL;20060306;0
BZL;20060307;0
BZL;20060308;0
BZL;20060309;0
BZL;20060310;0
BZL;20060311;0
BZL;20060312;0
BZL;20060313;0
BZL;20060314;0
BZL;20060315;0
BZL;20060316;0
BZL;20060317;0
BZL;20060318;0
BZL;20060319;0
BZL;20060320;0
BZL;20060321;0
BZL;20060322;0
BZL;20060323;0
BZL;20060324;0
BZL;20060325;0
BZL;20060326;0
BZL;20060327;0
BZL;20060328;1
BZL;20060329;0
BZL;20060330;0
BZL;20060331;0
BZL;20060401;0
BZL;20060402;0
BZL;20060403;0
BZL;20060404;0
BZL;20060405;0
BZL;20060406;0
BZL;20060407;0
BZL;20060408;0
BZL;20060409;0
BZL;20060410;0
BZL;20060411;0
BZL;20060412;0
BZL;20060413;0
BZL;20060414;0
BZL;20060415;0
BZL;20060416;0
BZL;20060417;0
BZL;20060418;5
BZL;20060419;0
BZL;20060420;0
BZL;20060421;0
BZL;20060422;0
BZL;20060423;0
BZL;20060424;0
BZL;20060425;0
BZL;20060426;0
BZL;20060427;0
BZL;20060428;0
BZL;20060429;3
BZL;20060430;0
BZL;20060501;0
BZL;20060502;0
BZL;20060503;0
BZL;20060504;0
BZL;20060505;0
BZL;20060506;0
BZL;20060507;0
BZL;20060508;0
BZL;20060509;0
BZL;20060510;1
BZL;20060511;0
BZL;20060512;0
BZL;20060513;0
BZL;20060514;0
BZL;20060515;0
BZL;20060516;0
BZL;20060517;0
BZL;20060518;0
BZL;20060519;0
BZL;20060520;0
BZL;20060521;0
BZL;20060522;0
BZL;20060523;0
BZL;20060524;0
BZL;20060525;0
BZL;20060526;0
BZL;20060527;0
BZL;20060528;0
