 

stn;time;tnd00xy0
CGI;1965;7
CGI;1966;9
CGI;1967;14
CGI;1968;12
CGI;1969;21
CGI;1970;13
CGI;1971;23
CGI;1972;3
CGI;1973;10
CGI;1974;0
CGI;1975;7
CGI;1976;10
CGI;1977;4
CGI;1978;5
CGI;1979;7
CGI;1980;14
CGI;1981;15
CGI;1982;0
CGI;1983;9
CGI;1984;5
CGI;1985;29
CGI;1986;18
CGI;1987;22
CGI;1988;1
CGI;1989;2
CGI;1990;5
CGI;1991;20
CGI;1992;11
CGI;1993;7
CGI;1994;3
CGI;1995;8
CGI;1996;11
CGI;1997;8
CGI;1998;3
CGI;1999;9
CGI;2000;3
CGI;2001;7
CGI;2002;8
CGI;2003;14
CGI;2004;1
CGI;2005;19
CGI;2006;14
CGI;2007;10
CGI;2008;3
CGI;2009;20
CGI;2010;28
CGI;2011;5
CGI;2012;15
CGI;2013;14
CGI;2014;1
CGI;2015;4
CGI;2016;3
CGI;2017;15
CGI;2018;4
CGI;2019;0
CGI;2020;0
