 

stn;time;hns000y0
RIE;1974;650
RIE;1975;425
RIE;1976;502
RIE;1977;440
RIE;1978;640
RIE;1979;639
RIE;1980;642
RIE;1981;872
RIE;1982;515
RIE;1983;447
RIE;1984;556
RIE;1985;492
RIE;1986;794
RIE;1987;336
RIE;1988;635
RIE;1989;304
RIE;1990;400
RIE;1991;328
RIE;1992;481
RIE;1993;383
RIE;1994;292
RIE;1995;622
RIE;1996;437
RIE;1997;278
RIE;1998;378
