 

stn;time;rzz150mx
ZHTUR;200601;0.7
ZHTUR;200602;1.9
ZHTUR;200603;1.2
ZHTUR;200604;3.5
ZHTUR;200605;2.5
ZHTUR;200606;5.8
ZHTUR;200607;8.6
ZHTUR;200608;4.1
ZHTUR;200609;2.1
ZHTUR;200610;2.2
ZHTUR;200611;1.4
ZHTUR;200612;1.0
ZHTUR;200701;2.4
ZHTUR;200702;1.4
ZHTUR;200703;1.8
ZHTUR;200704;3.6
ZHTUR;200705;3.0
ZHTUR;200706;5.2
ZHTUR;200707;4.2
ZHTUR;200708;9.5
ZHTUR;200709;4.8
ZHTUR;200710;1.1
ZHTUR;200711;1.1
ZHTUR;200712;1.6
ZHTUR;200801;1.1
ZHTUR;200802;0.8
ZHTUR;200803;1.4
ZHTUR;200804;2.6
ZHTUR;200805;2.7
ZHTUR;200806;9.5
ZHTUR;200807;10.1
ZHTUR;200808;11.4
ZHTUR;200809;2.0
ZHTUR;200810;4.5
ZHTUR;200811;2.4
ZHTUR;200812;0.8
ZHTUR;200901;2.0
ZHTUR;200902;1.3
ZHTUR;200903;1.2
ZHTUR;200904;1.0
ZHTUR;200905;9.3
ZHTUR;200906;6.5
ZHTUR;200907;4.7
ZHTUR;200908;2.7
ZHTUR;200909;2.2
ZHTUR;200910;3.9
ZHTUR;200911;1.5
ZHTUR;200912;1.3
ZHTUR;201001;0.7
ZHTUR;201002;0.7
ZHTUR;201003;1.5
ZHTUR;201004;1.6
ZHTUR;201005;14.6
ZHTUR;201006;4.9
ZHTUR;201007;7.1
ZHTUR;201008;4.4
ZHTUR;201009;3.9
ZHTUR;201010;1.7
ZHTUR;201011;0.8
ZHTUR;201012;1.2
ZHTUR;201101;1.0
ZHTUR;201102;0.9
ZHTUR;201103;1.4
ZHTUR;201104;1.4
ZHTUR;201105;4.0
ZHTUR;201106;3.6
ZHTUR;201107;12.5
ZHTUR;201108;7.4
ZHTUR;201109;4.0
ZHTUR;201110;1.7
ZHTUR;201111;0.1
ZHTUR;201112;2.4
ZHTUR;201201;1.9
ZHTUR;201202;1.1
ZHTUR;201203;0.6
ZHTUR;201204;1.1
ZHTUR;201205;2.5
ZHTUR;201206;10.1
ZHTUR;201207;5.1
ZHTUR;201208;6.0
ZHTUR;201209;1.9
ZHTUR;201210;3.6
ZHTUR;201211;1.3
ZHTUR;201212;1.6
ZHTUR;201301;1.2
ZHTUR;201302;1.4
ZHTUR;201303;1.6
ZHTUR;201304;1.2
ZHTUR;201305;3.4
ZHTUR;201306;7.8
ZHTUR;201307;14.7
ZHTUR;201308;8.2
ZHTUR;201309;2.4
ZHTUR;201310;3.2
ZHTUR;201311;2.7
ZHTUR;201312;0.8
ZHTUR;201401;1.0
ZHTUR;201402;2.2
ZHTUR;201403;0.8
ZHTUR;201404;3.4
ZHTUR;201405;3.1
ZHTUR;201406;10.9
ZHTUR;201407;6.1
ZHTUR;201408;8.2
ZHTUR;201409;3.8
ZHTUR;201410;3.1
ZHTUR;201411;1.2
ZHTUR;201412;1.2
ZHTUR;201501;2.2
ZHTUR;201502;0.7
ZHTUR;201503;1.7
ZHTUR;201504;2.8
ZHTUR;201505;2.7
ZHTUR;201506;6.1
ZHTUR;201507;5.8
ZHTUR;201508;3.1
ZHTUR;201509;1.4
ZHTUR;201510;0.7
ZHTUR;201511;3.4
ZHTUR;201512;0.5
ZHTUR;201601;1.2
ZHTUR;201602;1.9
ZHTUR;201603;1.8
ZHTUR;201604;1.4
ZHTUR;201605;13.6
ZHTUR;201606;5.1
ZHTUR;201607;12.1
ZHTUR;201608;3.2
ZHTUR;201609;7.1
ZHTUR;201610;1.6
ZHTUR;201611;1.5
ZHTUR;201612;0.3
ZHTUR;201701;1.0
ZHTUR;201702;1.7
ZHTUR;201703;1.7
ZHTUR;201704;2.4
ZHTUR;201705;5.1
ZHTUR;201706;14.5
ZHTUR;201707;9.9
ZHTUR;201708;5.0
ZHTUR;201709;2.2
ZHTUR;201710;5.6
ZHTUR;201711;1.9
ZHTUR;201712;2.4
ZHTUR;201801;2.7
ZHTUR;201802;1.1
ZHTUR;201803;3.5
ZHTUR;201804;1.9
ZHTUR;201805;8.7
ZHTUR;201806;5.4
ZHTUR;201807;12.5
ZHTUR;201808;16.0
ZHTUR;201809;5.3
ZHTUR;201810;1.5
ZHTUR;201811;0.3
ZHTUR;201812;2.9
ZHTUR;201901;1.3
ZHTUR;201902;1.2
ZHTUR;201903;1.4
ZHTUR;201904;2.0
ZHTUR;201905;3.0
ZHTUR;201906;6.7
ZHTUR;201907;8.0
ZHTUR;201908;7.3
ZHTUR;201909;6.2
ZHTUR;201910;3.2
ZHTUR;201911;1.0
ZHTUR;201912;1.1
ZHTUR;202001;3.6
ZHTUR;202002;-
ZHTUR;202003;1.2
ZHTUR;202004;0.7
ZHTUR;202005;1.6
ZHTUR;202006;3.9
ZHTUR;202007;5.7
ZHTUR;202008;8.9
ZHTUR;202009;4.2
ZHTUR;202010;2.8
ZHTUR;202011;1.0
ZHTUR;202012;1.8
ZHTUR;202101;2.0
ZHTUR;202102;-
ZHTUR;202103;2.0
