 

stn;time;rre150yx
WET;1937;52.0
WET;1938;46.0
WET;1939;52.7
WET;1940;56.3
WET;1941;34.0
WET;1942;65.2
WET;1943;53.1
WET;1944;63.6
WET;1945;47.6
WET;1946;44.0
WET;1947;58.2
WET;1948;78.9
WET;1949;25.3
WET;1950;56.9
WET;1951;49.4
WET;1952;46.6
WET;1953;45.8
WET;1954;91.2
WET;1955;42.3
WET;1956;47.7
WET;1957;63.3
WET;1958;51.8
WET;1959;37.3
WET;1960;56.3
WET;1961;59.4
WET;1962;47.7
WET;1963;46.3
WET;1964;42.2
WET;1965;58.9
WET;1966;73.3
WET;1967;39.3
WET;1968;50.8
WET;1969;36.2
WET;1970;45.6
WET;1971;38.1
WET;1972;45.0
WET;1973;60.2
WET;1974;37.0
WET;1975;44.7
WET;1976;51.2
WET;1977;48.6
WET;1978;83.7
WET;1979;78.0
WET;1980;52.5
WET;1981;54.9
WET;1982;78.5
WET;1983;53.3
WET;1984;85.9
WET;1985;82.4
WET;1986;74.0
WET;1987;79.8
WET;1988;52.8
WET;1989;37.5
WET;1990;56.2
WET;1991;75.9
WET;1992;59.8
WET;1993;52.2
WET;1994;38.5
WET;1995;45.0
WET;1996;50.0
WET;1997;58.4
WET;1998;59.5
WET;1999;77.9
WET;2000;46.7
WET;2001;71.2
WET;2002;72.4
WET;2003;40.1
WET;2004;45.4
WET;2005;69.8
WET;2006;41.3
WET;2007;38.1
WET;2008;50.0
WET;2009;77.7
WET;2010;39.6
WET;2011;41.7
WET;2012;61.1
WET;2013;75.4
WET;2014;52.9
WET;2015;48.8
WET;2016;83.5
WET;2017;90.6
WET;2018;54.3
WET;2019;56.4
WET;2020;54.8
