 

stn;time;tnd00xy0
DLGAR;1946;34
DLGAR;1947;41
DLGAR;1948;23
DLGAR;1949;22
DLGAR;1950;33
DLGAR;1951;8
DLGAR;1952;41
DLGAR;1953;37
DLGAR;1954;34
DLGAR;1955;21
DLGAR;1956;48
DLGAR;1957;13
DLGAR;1958;25
DLGAR;1959;16
DLGAR;1960;26
DLGAR;1961;22
DLGAR;1962;39
DLGAR;1963;60
DLGAR;1964;33
DLGAR;1965;36
DLGAR;1966;25
DLGAR;1967;27
DLGAR;1968;33
DLGAR;1969;47
DLGAR;1970;34
DLGAR;1971;31
DLGAR;1972;26
DLGAR;1973;34
DLGAR;1974;6
DLGAR;1975;18
DLGAR;1976;35
DLGAR;1977;25
DLGAR;1978;31
DLGAR;1979;22
DLGAR;1980;35
DLGAR;1981;36
DLGAR;1982;17
DLGAR;1983;30
DLGAR;1984;30
DLGAR;1985;41
DLGAR;1986;38
DLGAR;1987;39
DLGAR;1988;13
DLGAR;1989;20
DLGAR;1990;30
DLGAR;1991;38
DLGAR;1992;18
DLGAR;1993;30
DLGAR;1994;16
DLGAR;1995;27
DLGAR;1996;43
DLGAR;1997;19
DLGAR;1998;36
DLGAR;1999;28
DLGAR;2000;12
DLGAR;2001;29
DLGAR;2002;8
DLGAR;2003;28
DLGAR;2004;20
DLGAR;2005;41
DLGAR;2006;34
DLGAR;2007;16
DLGAR;2008;11
DLGAR;2009;24
DLGAR;2010;45
DLGAR;2011;19
DLGAR;2012;27
DLGAR;2013;26
DLGAR;2014;5
DLGAR;2015;5
