 

stn;time;fu3010m1
PAY;198101;68.8
PAY;198102;53.6
PAY;198103;62.3
PAY;198104;58.3
PAY;198105;54.0
PAY;198106;63.7
PAY;198107;64.8
PAY;198108;55.8
PAY;198109;41.4
PAY;198110;68.8
PAY;198111;59.8
PAY;198112;86.0
PAY;198201;63.0
PAY;198202;44.6
PAY;198203;77.0
PAY;198204;65.9
PAY;198205;68.8
PAY;198206;46.8
PAY;198207;74.2
PAY;198208;72.7
PAY;198209;58.3
PAY;198210;80.6
PAY;198211;61.2
PAY;198212;86.4
PAY;198301;81.4
PAY;198302;77.8
PAY;198303;67.3
PAY;198304;68.4
PAY;198305;57.6
PAY;198306;74.9
PAY;198307;62.6
PAY;198308;71.6
PAY;198309;70.6
PAY;198310;53.6
PAY;198311;88.9
PAY;198312;82.1
PAY;198401;83.5
PAY;198402;74.2
PAY;198403;67.3
PAY;198404;52.9
PAY;198405;64.8
PAY;198406;50.8
PAY;198407;64.8
PAY;198408;78.8
PAY;198409;67.0
PAY;198410;68.4
PAY;198411;79.2
PAY;198412;51.1
PAY;198501;45.4
PAY;198502;41.0
PAY;198503;62.6
PAY;198504;82.4
PAY;198505;56.5
PAY;198506;63.0
PAY;198507;70.6
PAY;198508;80.3
PAY;198509;55.1
PAY;198510;46.4
PAY;198511;86.8
PAY;198512;50.0
PAY;198601;82.1
PAY;198602;44.6
PAY;198603;97.9
PAY;198604;55.4
PAY;198605;64.1
PAY;198606;50.8
PAY;198607;76.0
PAY;198608;55.1
PAY;198609;51.8
PAY;198610;98.3
PAY;198611;63.0
PAY;198612;86.4
PAY;198701;74.5
PAY;198702;45.4
PAY;198703;71.6
PAY;198704;58.3
PAY;198705;63.7
PAY;198706;59.8
PAY;198707;69.5
PAY;198708;48.2
PAY;198709;45.4
PAY;198710;74.5
PAY;198711;104.4
PAY;198712;46.4
PAY;198801;77.0
PAY;198802;76.0
PAY;198803;90.0
PAY;198804;42.5
PAY;198805;50.0
PAY;198806;57.6
PAY;198807;61.9
PAY;198808;66.6
PAY;198809;62.6
PAY;198810;59.0
PAY;198811;47.2
PAY;198812;82.1
PAY;198901;39.6
PAY;198902;70.2
PAY;198903;68.0
PAY;198904;58.0
PAY;198905;56.2
PAY;198906;57.6
PAY;198907;62.6
PAY;198908;65.2
PAY;198909;54.0
PAY;198910;52.2
PAY;198911;49.7
PAY;198912;103.3
PAY;199001;81.4
PAY;199002;103.0
PAY;199003;73.4
PAY;199004;50.8
PAY;199005;45.7
PAY;199006;73.8
PAY;199007;61.9
PAY;199008;45.0
PAY;199009;59.0
PAY;199010;73.1
PAY;199011;62.6
PAY;199012;65.2
PAY;199101;58.7
PAY;199102;76.0
PAY;199103;58.0
PAY;199104;56.2
PAY;199105;54.7
PAY;199106;86.0
PAY;199107;70.2
PAY;199108;36.4
PAY;199109;69.8
PAY;199110;58.3
PAY;199111;69.5
PAY;199112;68.4
PAY;199201;51.8
PAY;199202;63.7
PAY;199203;71.6
PAY;199204;93.6
PAY;199205;52.6
PAY;199206;51.5
PAY;199207;92.5
PAY;199208;61.2
PAY;199209;74.9
PAY;199210;80.6
PAY;199211;75.6
PAY;199212;70.6
PAY;199301;75.2
PAY;199302;53.6
PAY;199303;49.0
PAY;199304;68.4
PAY;199305;61.9
PAY;199306;60.1
PAY;199307;68.0
PAY;199308;64.1
PAY;199309;67.7
PAY;199310;62.3
PAY;199311;70.9
PAY;199312;87.8
PAY;199401;77.4
PAY;199402;59.0
PAY;199403;70.9
PAY;199404;70.9
PAY;199405;61.2
PAY;199406;78.5
PAY;199407;43.9
PAY;199408;70.6
PAY;199409;54.0
PAY;199410;59.8
PAY;199411;45.7
PAY;199412;67.0
PAY;199501;98.3
PAY;199502;74.5
PAY;199503;67.0
PAY;199504;72.0
PAY;199505;65.2
PAY;199506;51.1
PAY;199507;61.9
PAY;199508;59.0
PAY;199509;58.7
PAY;199510;40.0
PAY;199511;56.9
PAY;199512;59.8
PAY;199601;28.8
PAY;199602;77.0
PAY;199603;45.7
PAY;199604;56.2
PAY;199605;64.4
PAY;199606;56.5
PAY;199607;59.0
PAY;199608;58.0
PAY;199609;50.4
PAY;199610;69.1
PAY;199611;73.1
PAY;199612;58.3
PAY;199701;29.5
PAY;199702;86.0
PAY;199703;61.6
PAY;199704;61.2
PAY;199705;64.4
PAY;199706;68.0
PAY;199707;45.4
PAY;199708;56.5
PAY;199709;59.4
PAY;199710;72.7
PAY;199711;62.6
PAY;199712;59.8
PAY;199801;92.5
PAY;199802;49.7
PAY;199803;63.7
PAY;199804;59.4
PAY;199805;56.9
PAY;199806;52.2
PAY;199807;54.4
PAY;199808;57.6
PAY;199809;56.9
PAY;199810;79.6
PAY;199811;63.7
PAY;199812;58.0
PAY;199901;55.1
PAY;199902;65.5
PAY;199903;60.1
PAY;199904;63.4
PAY;199905;55.4
PAY;199906;74.9
PAY;199907;57.2
PAY;199908;64.4
PAY;199909;55.1
PAY;199910;52.2
PAY;199911;58.7
PAY;199912;112.7
PAY;200001;56.9
PAY;200002;63.7
PAY;200003;74.2
PAY;200004;69.5
PAY;200005;55.1
PAY;200006;50.4
PAY;200007;61.6
PAY;200008;92.9
PAY;200009;49.0
PAY;200010;55.1
PAY;200011;64.4
PAY;200012;67.0
PAY;200101;64.4
PAY;200102;63.0
PAY;200103;82.8
PAY;200104;60.1
PAY;200105;56.2
PAY;200106;46.8
PAY;200107;62.3
PAY;200108;45.7
PAY;200109;69.1
PAY;200110;61.2
PAY;200111;75.2
PAY;200112;77.0
PAY;200201;88.6
PAY;200202;69.8
PAY;200203;64.8
PAY;200204;65.5
PAY;200205;45.7
PAY;200206;63.4
PAY;200207;64.1
PAY;200208;52.6
PAY;200209;42.1
PAY;200210;77.4
PAY;200211;51.1
PAY;200212;52.6
PAY;200301;100.1
PAY;200302;74.5
PAY;200303;67.3
PAY;200304;70.2
PAY;200305;60.5
PAY;200306;65.5
PAY;200307;67.3
PAY;200308;112.3
PAY;200309;71.3
PAY;200310;59.8
PAY;200311;40.0
PAY;200312;68.0
PAY;200401;79.6
PAY;200402;69.5
PAY;200403;65.2
PAY;200404;62.3
PAY;200405;61.6
PAY;200406;59.0
PAY;200407;63.7
PAY;200408;68.8
PAY;200409;47.2
PAY;200410;61.9
PAY;200411;63.0
PAY;200412;70.9
PAY;200501;68.0
PAY;200502;68.4
PAY;200503;55.8
PAY;200504;62.6
PAY;200505;50.4
PAY;200506;80.3
PAY;200507;58.3
PAY;200508;52.9
PAY;200509;53.6
PAY;200510;55.4
PAY;200511;61.2
PAY;200512;56.5
PAY;200601;50.0
PAY;200602;63.4
PAY;200603;79.6
PAY;200604;58.7
PAY;200605;60.1
PAY;200606;75.6
PAY;200607;47.5
PAY;200608;69.5
PAY;200609;42.8
PAY;200610;66.2
PAY;200611;55.4
PAY;200612;61.6
PAY;200701;81.7
PAY;200702;71.6
PAY;200703;77.4
PAY;200704;54.4
PAY;200705;70.9
PAY;200706;67.3
PAY;200707;81.0
PAY;200708;53.3
PAY;200709;52.9
PAY;200710;56.5
PAY;200711;62.3
PAY;200712;100.4
PAY;200801;58.3
PAY;200802;73.8
PAY;200803;81.0
PAY;200804;58.3
PAY;200805;60.1
PAY;200806;44.3
PAY;200807;51.5
PAY;200808;50.8
PAY;200809;58.3
PAY;200810;53.6
PAY;200811;65.9
PAY;200812;71.3
PAY;200901;97.6
PAY;200902;92.2
PAY;200903;75.2
PAY;200904;61.9
PAY;200905;68.0
PAY;200906;58.3
PAY;200907;61.2
PAY;200908;62.3
PAY;200909;71.6
PAY;200910;48.6
PAY;200911;67.7
PAY;200912;69.5
PAY;201001;56.2
PAY;201002;78.5
PAY;201003;69.5
PAY;201004;56.9
PAY;201005;59.4
PAY;201006;53.3
PAY;201007;67.7
PAY;201008;67.0
PAY;201009;65.5
PAY;201010;62.6
PAY;201011;61.2
PAY;201012;55.4
PAY;201101;57.2
PAY;201102;42.1
PAY;201103;51.1
PAY;201104;48.6
PAY;201105;60.1
PAY;201106;58.3
PAY;201107;53.3
PAY;201108;66.6
PAY;201109;49.7
PAY;201110;57.2
PAY;201111;24.1
PAY;201112;88.2
PAY;201201;71.6
PAY;201202;63.0
PAY;201203;48.2
PAY;201204;68.4
PAY;201205;59.4
PAY;201206;66.2
PAY;201207;62.3
PAY;201208;67.0
PAY;201209;70.6
PAY;201210;62.3
PAY;201211;66.2
PAY;201212;75.2
PAY;201301;49.7
PAY;201302;66.6
PAY;201303;55.1
PAY;201304;73.4
PAY;201305;55.8
PAY;201306;66.2
PAY;201307;45.0
PAY;201308;40.7
PAY;201309;63.0
PAY;201310;64.1
PAY;201311;60.8
PAY;201312;62.3
PAY;201401;49.3
PAY;201402;89.3
PAY;201403;53.6
PAY;201404;49.0
PAY;201405;62.3
PAY;201406;62.3
PAY;201407;69.8
PAY;201408;67.7
PAY;201409;47.2
PAY;201410;75.6
PAY;201411;43.2
PAY;201412;53.3
PAY;201501;67.7
PAY;201502;63.7
PAY;201503;76.7
PAY;201504;59.0
PAY;201505;56.5
PAY;201506;51.8
PAY;201507;53.3
PAY;201508;72.0
PAY;201509;63.4
PAY;201510;34.2
PAY;201511;76.7
PAY;201512;39.2
PAY;201601;82.4
PAY;201602;82.8
PAY;201603;74.9
PAY;201604;60.5
PAY;201605;56.9
PAY;201606;52.6
PAY;201607;57.2
PAY;201608;43.6
PAY;201609;46.8
PAY;201610;47.9
PAY;201611;55.4
PAY;201612;34.9
PAY;201701;77.4
PAY;201702;81.4
PAY;201703;66.6
PAY;201704;49.7
PAY;201705;43.2
PAY;201706;59.8
PAY;201707;54.7
PAY;201708;56.5
PAY;201709;64.1
PAY;201710;46.8
PAY;201711;76.7
PAY;201712;78.5
PAY;201801;95.8
PAY;201802;60.5
PAY;201803;56.9
PAY;201804;71.3
PAY;201805;63.4
PAY;201806;58.3
PAY;201807;62.3
PAY;201808;56.2
PAY;201809;61.6
PAY;201810;64.8
PAY;201811;50.0
PAY;201812;75.2
PAY;201901;64.8
PAY;201902;72.7
PAY;201903;89.3
PAY;201904;90.0
PAY;201905;75.2
PAY;201906;84.2
PAY;201907;75.6
PAY;201908;64.1
PAY;201909;64.1
PAY;201910;49.3
PAY;201911;62.3
PAY;201912;85.7
PAY;202001;83.9
PAY;202002;95.0
PAY;202003;96.5
PAY;202004;51.1
PAY;202005;69.1
PAY;202006;61.9
PAY;202007;63.0
PAY;202008;54.7
PAY;202009;57.2
PAY;202010;57.2
PAY;202011;49.0
PAY;202012;67.7
PAY;202101;76.0
PAY;202102;59.4
PAY;202103;82.8
