 

stn;time;tnd00xy0
DLMEM;1961;23
DLMEM;1962;43
DLMEM;1963;65
DLMEM;1964;46
DLMEM;1965;34
DLMEM;1966;23
DLMEM;1967;26
DLMEM;1968;43
DLMEM;1969;44
DLMEM;1970;41
DLMEM;1971;33
DLMEM;1972;33
DLMEM;1973;34
DLMEM;1974;6
DLMEM;1975;18
DLMEM;1976;35
DLMEM;1977;18
DLMEM;1978;37
DLMEM;1979;18
DLMEM;1980;37
DLMEM;1981;38
DLMEM;1982;23
DLMEM;1983;32
DLMEM;1984;28
DLMEM;1985;44
DLMEM;1986;40
DLMEM;1987;42
DLMEM;1988;10
DLMEM;1989;20
DLMEM;1990;20
DLMEM;1991;38
DLMEM;1992;19
DLMEM;1993;31
DLMEM;1994;17
DLMEM;1995;29
DLMEM;1996;39
DLMEM;1997;22
DLMEM;1998;32
DLMEM;1999;23
