 

stn;time;rzz150mx
SAP;201702;0.7
SAP;201703;0.9
SAP;201704;1.3
SAP;201705;1.5
SAP;201706;4.5
SAP;201707;4.2
SAP;201708;14.1
SAP;201709;5.9
SAP;201710;2.3
SAP;201711;1.0
SAP;201712;1.2
SAP;201801;1.8
SAP;201802;0.5
SAP;201803;0.8
SAP;201804;1.2
SAP;201805;1.6
SAP;201806;2.5
SAP;201807;7.1
SAP;201808;3.4
SAP;201809;9.7
SAP;201810;2.1
SAP;201811;1.4
SAP;201812;2.2
SAP;201901;0.7
SAP;201902;0.6
SAP;201903;1.0
SAP;201904;1.6
SAP;201905;2.2
SAP;201906;5.2
SAP;201907;3.4
SAP;201908;13.7
SAP;201909;5.8
SAP;201910;2.1
SAP;201911;1.2
SAP;201912;1.1
SAP;202001;0.7
SAP;202002;2.4
SAP;202003;0.8
SAP;202004;0.9
SAP;202005;1.5
SAP;202006;2.4
SAP;202007;11.0
SAP;202008;5.4
SAP;202009;1.8
SAP;202010;3.0
SAP;202011;0.3
SAP;202012;0.9
SAP;202101;1.5
SAP;202102;1.3
SAP;202103;0.8
