 

stn;time;breclod0
BLZ;20050601;0
BLZ;20050602;0
BLZ;20050603;0
BLZ;20050604;1
BLZ;20050605;0
BLZ;20050606;0
BLZ;20050607;0
BLZ;20050608;0
BLZ;20050609;0
BLZ;20050610;0
BLZ;20050611;0
BLZ;20050612;0
BLZ;20050613;0
BLZ;20050614;0
BLZ;20050615;0
BLZ;20050616;0
BLZ;20050617;0
BLZ;20050618;0
BLZ;20050619;0
BLZ;20050620;0
BLZ;20050621;0
BLZ;20050622;0
BLZ;20050623;0
BLZ;20050624;0
BLZ;20050625;8
BLZ;20050626;0
BLZ;20050627;0
BLZ;20050628;0
BLZ;20050629;2
BLZ;20050630;0
BLZ;20050701;0
BLZ;20050702;0
BLZ;20050703;0
BLZ;20050704;0
BLZ;20050705;0
BLZ;20050706;0
BLZ;20050707;0
BLZ;20050708;0
BLZ;20050709;0
BLZ;20050710;0
BLZ;20050711;0
BLZ;20050712;0
BLZ;20050713;1
BLZ;20050714;0
BLZ;20050715;0
BLZ;20050716;0
BLZ;20050717;0
BLZ;20050718;2
BLZ;20050719;0
BLZ;20050720;0
BLZ;20050721;0
BLZ;20050722;0
BLZ;20050723;0
BLZ;20050724;0
BLZ;20050725;0
BLZ;20050726;0
BLZ;20050727;0
BLZ;20050728;0
BLZ;20050729;0
BLZ;20050730;0
BLZ;20050731;0
BLZ;20050801;0
BLZ;20050802;3
BLZ;20050803;0
BLZ;20050804;0
BLZ;20050805;0
BLZ;20050806;0
BLZ;20050807;0
BLZ;20050808;0
BLZ;20050809;0
BLZ;20050810;0
BLZ;20050811;0
BLZ;20050812;0
BLZ;20050813;0
BLZ;20050814;0
BLZ;20050815;0
BLZ;20050816;0
BLZ;20050817;0
BLZ;20050818;0
BLZ;20050819;0
BLZ;20050820;11
BLZ;20050821;0
BLZ;20050822;0
BLZ;20050823;0
BLZ;20050824;0
BLZ;20050825;0
BLZ;20050826;0
BLZ;20050827;1
BLZ;20050828;0
BLZ;20050829;0
BLZ;20050830;0
BLZ;20050831;0
BLZ;20050901;0
BLZ;20050902;0
BLZ;20050903;0
