 

stn;time;tre200d0
SLFSPN;19961104;0.2
SLFSPN;19961105;-6.0
SLFSPN;19961106;-2.5
SLFSPN;19961107;-1.9
SLFSPN;19961108;-7.5
SLFSPN;19961109;-5.1
SLFSPN;19961110;-8.3
SLFSPN;19961111;-6.1
SLFSPN;19961112;-4.0
SLFSPN;19961113;-3.2
SLFSPN;19961114;-6.5
SLFSPN;19961115;-5.2
SLFSPN;19961116;-4.4
SLFSPN;19961117;-4.6
SLFSPN;19961118;-7.3
SLFSPN;19961119;-11.6
SLFSPN;19961120;-12.2
SLFSPN;19961121;-15.1
SLFSPN;19961122;-14.6
SLFSPN;19961123;-14.2
SLFSPN;19961124;-16.4
SLFSPN;19961125;-8.6
SLFSPN;19961126;-12.2
SLFSPN;19961127;-12.7
SLFSPN;19961128;-15.5
SLFSPN;19961129;-13.1
SLFSPN;19961130;-11.1
SLFSPN;19961201;-12.3
SLFSPN;19961202;-10.9
SLFSPN;19961203;-8.7
SLFSPN;19961204;-7.6
SLFSPN;19961205;-8.0
SLFSPN;19961206;-7.2
SLFSPN;19961207;-5.4
SLFSPN;19961208;-6.5
SLFSPN;19961209;-8.2
SLFSPN;19961210;-6.0
SLFSPN;19961211;-6.4
SLFSPN;19961212;-8.4
SLFSPN;19961213;-7.2
SLFSPN;19961214;-7.2
SLFSPN;19961215;-3.4
SLFSPN;19961216;-1.3
SLFSPN;19961217;-4.7
SLFSPN;19961218;-2.7
SLFSPN;19961219;-5.9
SLFSPN;19961220;-7.2
SLFSPN;19961221;-7.5
SLFSPN;19961222;-6.4
SLFSPN;19961223;-6.4
SLFSPN;19961224;-7.9
SLFSPN;19961225;-10.2
SLFSPN;19961226;-9.9
SLFSPN;19961227;-9.8
SLFSPN;19961228;-17.3
SLFSPN;19961229;-15.1
SLFSPN;19961230;-18.1
SLFSPN;19961231;-18.7
SLFSPN;19970101;-12.9
SLFSPN;19970102;-11.7
SLFSPN;19970103;-9.7
SLFSPN;19970104;-11.8
SLFSPN;19970105;-12.8
SLFSPN;19970106;-12.5
SLFSPN;19970107;-10.6
SLFSPN;19970108;-11.3
SLFSPN;19970109;-10.7
SLFSPN;19970110;-8.9
SLFSPN;19970111;-7.9
SLFSPN;19970112;-3.1
SLFSPN;19970113;1.0
SLFSPN;19970114;-0.2
SLFSPN;19970115;-2.4
SLFSPN;19970116;-3.9
SLFSPN;19970117;-6.8
SLFSPN;19970118;-8.6
SLFSPN;19970119;-10.5
SLFSPN;19970120;-7.4
SLFSPN;19970121;-4.1
SLFSPN;19970122;-6.0
SLFSPN;19970123;-5.8
SLFSPN;19970124;-3.8
SLFSPN;19970125;-3.1
SLFSPN;19970126;-6.7
SLFSPN;19970127;-8.8
SLFSPN;19970128;-9.6
SLFSPN;19970129;-2.3
SLFSPN;19970130;-3.6
SLFSPN;19970131;-5.2
SLFSPN;19970201;-6.2
SLFSPN;19970202;-6.8
SLFSPN;19970203;-7.0
SLFSPN;19970204;-6.9
SLFSPN;19970205;-8.6
SLFSPN;19970206;-9.7
SLFSPN;19970207;-3.4
