 

stn;time;tre200y0
DLMER;1982;7.4
DLMER;1983;7.6
DLMER;1984;6.3
DLMER;1985;6.4
DLMER;1986;6.6
DLMER;1987;6.3
DLMER;1988;7.4
DLMER;1989;7.9
DLMER;1990;7.9
DLMER;1991;6.8
DLMER;1992;7.9
DLMER;1993;7.1
DLMER;1994;8.5
DLMER;1995;7.4
DLMER;1996;5.8
DLMER;1997;7.7
DLMER;1998;7.7
DLMER;1999;7.7
DLMER;2000;8.5
DLMER;2001;7.7
DLMER;2002;8.3
DLMER;2003;8.2
DLMER;2004;7.4
DLMER;2005;7.4
DLMER;2006;8.0
DLMER;2007;8.4
DLMER;2008;8.0
DLMER;2009;7.6
DLMER;2010;6.3
DLMER;2011;7.9
DLMER;2012;7.4
DLMER;2013;7.0
DLMER;2014;8.6
DLMER;2015;8.3
DLMER;2016;7.9
DLMER;2017;7.8
DLMER;2018;8.7
DLMER;2019;8.4
DLMER;2020;8.6
